Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
9-May-2012,87.25,87.35,83.05,83.95,84.861317747077577045,1882,40,159709.00,1685,89.53,4.30,-3.30
8-May-2012,91.75,91.75,86.65,87.90,88.209905660377358490,3392,50,299208.00,1738,51.24,5.10,-3.85
7-May-2012,89.70,90.85,88.55,89.95,89.926572275271649654,3037,35,273107.00,901,29.67,2.30,0.25
4-May-2012,94.50,94.50,90.00,91.20,91.601015228426395939,6895,101,631589.00,5070,73.53,4.50,-3.30
3-May-2012,96.25,98.70,92.10,95.50,95.605506353484790142,5194,106,496575.00,1404,27.03,6.60,-0.75
2-May-2012,98.00,101.70,96.00,96.95,99.402982934174673741,6973,153,693137.00,2838,40.70,5.70,-1.05
30-April-2012,97.55,99.40,97.00,97.60,97.841578412882634556,6893,60,674422.00,2873,41.68,2.40,0.05
28-April-2012,96.80,98.60,96.00,96.70,96.697038724373576309,439,14,42450.00,248,56.49,2.60,-0.10
27-April-2012,98.25,99.40,93.40,96.90,96.365274151436031331,3830,96,369079.00,1240,32.38,6.00,-1.35
26-April-2012,98.50,99.15,97.00,97.40,97.409466566491359879,3993,39,388956.00,1767,44.25,2.15,-1.10
25-April-2012,100.10,103.00,99.00,99.45,99.842245989304812834,5610,47,560115.00,2818,50.23,4.00,-0.65
24-April-2012,100.75,103.25,100.10,100.80,101.152526215443279313,1049,62,106109.00,594,56.63,3.15,0.05
23-April-2012,99.00,105.00,99.00,100.95,102.268469656992084432,6064,108,620156.00,2092,34.50,6.00,1.95
20-April-2012,103.05,107.75,101.10,101.70,103.665497076023391812,4275,155,443170.00,2567,60.05,6.65,-1.35
19-April-2012,105.95,107.05,103.00,103.75,104.725350318471337579,3925,108,411047.00,1244,31.69,4.05,-2.20
18-April-2012,107.00,110.00,103.25,105.00,106.306687730384412848,9495,239,1009382.00,3692,38.88,6.75,-2.00
17-April-2012,102.05,107.80,101.25,106.30,104.673419450293063221,17573,401,1839426.00,3594,20.45,6.55,4.25
16-April-2012,104.70,105.05,101.00,102.30,102.720085470085470085,7020,205,721095.00,2751,39.19,4.05,-2.40
13-April-2012,105.95,106.00,101.40,101.65,103.944699403396053235,4358,139,452991.00,2499,57.34,4.60,-4.30
12-April-2012,104.75,107.35,103.80,104.65,105.735317355807216223,7594,320,802954.00,3042,40.06,3.55,-0.10
11-April-2012,104.90,107.70,103.70,104.30,105.787516032492518170,7017,168,742311.00,2076,29.59,4.00,-0.60
10-April-2012,106.50,109.20,103.30,104.40,106.116319639842431063,17770,405,1885687.00,6062,34.11,5.90,-2.10
9-April-2012,105.90,110.25,104.15,104.75,106.863390092879256965,10336,253,1104540.00,3334,32.26,6.10,-1.15
4-April-2012,113.40,115.00,107.25,109.90,111.533087294557622281,101610,1798,11332877.00,16239,15.98,7.75,-3.50
3-April-2012,104.00,111.80,100.50,110.00,108.617998237038224216,62395,974,6777220.00,19746,31.65,11.30,6.00
2-April-2012,101.50,107.95,101.50,104.15,105.054352441613588110,18840,522,1979224.00,3779,20.06,6.45,2.65
30-March-2012,99.10,101.50,99.00,100.30,100.656197301854974704,4744,186,477513.00,1743,36.74,2.50,1.20
29-March-2012,99.00,99.70,97.45,98.05,98.521798780487804878,6560,183,646303.00,2954,45.03,2.25,-0.95
28-March-2012,103.85,104.20,96.25,97.10,100.430983205038488453,11432,294,1148127.00,6139,53.70,7.95,-6.75
27-March-2012,108.00,108.85,100.25,101.55,104.028132066938037087,11055,333,1150031.00,3480,31.48,8.60,-6.45
26-March-2012,111.00,111.00,104.35,105.55,106.232104454685099846,6510,193,691571.00,2425,37.25,6.65,-5.45
23-March-2012,110.20,112.75,107.00,108.80,109.468223496996250959,22139,670,2423517.00,4044,18.27,5.75,-1.40
22-March-2012,117.00,118.90,105.60,106.60,114.128950567260940032,59232,1381,6760086.00,10108,17.07,13.30,-10.40
21-March-2012,112.00,120.40,109.25,116.80,116.424231557757130456,404357,6531,47076953.00,39667,9.81,11.15,4.80
20-March-2012,99.25,109.15,99.25,107.10,106.579189314213021857,69176,1499,7372722.00,19313,27.92,9.90,7.85
19-March-2012,103.00,104.40,98.30,98.70,100.929591290380153489,11206,337,1131017.00,5432,48.47,6.10,-4.30
16-March-2012,106.10,108.30,102.10,102.90,104.453910256410256410,15600,378,1629481.00,5733,36.75,6.20,-3.20
15-March-2012,106.10,111.95,106.10,106.75,108.874055118110236220,25400,532,2765401.00,4454,17.54,5.85,0.65
14-March-2012,113.20,114.95,106.95,107.75,109.880430475647060688,63093,1199,6932686.00,13950,22.11,8.00,-5.45
13-March-2012,105.00,117.30,101.00,113.20,113.051016021227286467,297730,4895,33658679.00,34257,11.51,16.30,8.20
12-March-2012,101.10,103.95,98.00,100.80,101.203895071542130365,5032,126,509258.00,2544,50.56,5.95,-0.30
9-March-2012,103.00,105.00,101.00,102.45,103.045358261189906060,21716,794,2237733.00,10013,46.11,4.00,-0.55
7-March-2012,100.00,103.95,99.20,100.35,101.700984959403700252,15026,598,1528159.00,3777,25.14,4.75,0.35
6-March-2012,108.65,108.65,99.00,100.30,102.535331363444491346,11845,483,1214531.00,4287,36.19,9.65,-8.35
5-March-2012,100.10,106.45,100.10,105.30,103.808511166869550095,40253,704,4178604.00,13010,32.32,6.35,5.20
3-March-2012,107.70,107.70,100.00,101.05,101.162581445857896369,3223,67,326047.00,628,19.48,7.70,-6.65
2-March-2012,108.45,112.50,102.50,104.00,108.736316738665436396,47686,1110,5185200.00,8300,17.41,10.00,-4.45
1-March-2012,100.00,110.80,99.50,106.80,107.133693932744807878,156776,3061,16795992.00,28832,18.39,11.30,6.80
29-February-2012,98.00,102.70,97.70,101.35,100.115978110247316626,85154,1266,8525276.00,23177,27.22,5.00,3.35
28-February-2012,90.15,101.20,90.15,97.50,98.482943323314727350,93160,1911,9174671.00,16125,17.31,11.05,7.35
27-February-2012,103.20,103.35,91.25,94.40,96.920400677806138864,93242,1791,9037052.00,19787,21.22,12.10,-8.80
24-February-2012,94.00,108.00,92.60,104.25,102.032624474463774902,491165,6967,50114854.00,44984,9.16,15.40,10.25
23-February-2012,81.65,92.50,81.65,90.65,90.009965160364791474,78072,1098,7027258.00,24817,31.79,10.85,9.00
22-February-2012,85.85,92.70,84.65,85.10,89.188192368974327547,106067,1797,9459924.00,25438,23.98,8.05,-0.75
21-February-2012,81.50,87.45,81.00,84.25,85.079924997070198054,34132,808,2903948.00,6872,20.13,6.45,2.75
17-February-2012,88.70,88.70,81.10,82.75,84.439562245300381227,30428,513,2569327.00,12874,42.31,7.60,-5.95
16-February-2012,93.25,95.60,83.00,86.45,86.964614237175768625,108603,1652,9444618.00,38857,35.78,12.60,-6.80
15-February-2012,81.00,92.10,80.50,91.85,90.124680129711675850,277847,3673,25040872.00,51442,18.51,11.60,10.85
14-February-2012,78.00,78.95,76.00,76.75,77.035611362700699876,4858,124,374239.00,3633,74.78,2.95,-1.25
13-February-2012,80.00,80.00,74.50,78.75,77.603193533426091565,15093,442,1171265.00,7637,50.60,5.50,-1.25
10-February-2012,73.50,77.00,71.60,76.10,75.420476532699430593,18089,359,1364281.00,7768,42.94,5.40,2.60
9-February-2012,77.90,77.90,73.55,73.95,75.017479025169796244,10012,243,751075.00,4796,47.90,4.35,-3.95
8-February-2012,72.10,74.80,72.00,74.20,73.864977071066127587,36853,368,2722146.00,24920,67.62,2.80,2.10
7-February-2012,73.10,75.95,71.00,72.20,73.963340242819070180,33770,529,2497742.00,15325,45.38,4.95,-0.90
6-February-2012,75.00,75.00,66.95,71.20,70.290904419321685508,19460,302,1367861.00,8089,41.57,8.05,-3.80
3-February-2012,67.00,71.75,67.00,70.10,69.980608916274012323,16554,265,1158459.00,11161,67.42,4.75,3.10
2-February-2012,67.05,69.45,66.65,67.75,67.563063063063063063,4440,59,299980.00,2073,46.69,2.80,0.70
1-February-2012,63.45,69.45,63.30,67.50,66.707575757575757575,1980,66,132081.00,1536,77.58,6.15,4.05
31-January-2012,67.05,67.05,65.20,65.75,66.114673913043478260,1840,63,121651.00,911,49.51,1.85,-1.30
30-January-2012,68.20,69.65,66.15,67.15,67.690227412415488629,1627,65,110132.00,547,33.62,3.50,-1.05
27-January-2012,66.30,71.00,66.30,68.40,69.465961486303227556,7374,225,512242.00,2816,38.19,4.70,2.10
25-January-2012,71.00,71.70,65.10,65.95,66.756752894097470344,6997,219,467097.00,4340,62.03,6.60,-5.05
24-January-2012,67.80,67.80,64.00,66.15,65.883317713214620431,2134,37,140595.00,454,21.27,3.80,-1.65
23-January-2012,67.65,68.80,64.50,67.35,67.037527593818984547,906,60,60736.00,437,48.23,4.30,-0.30
20-January-2012,71.70,71.70,66.05,66.75,66.695093151403831015,3811,51,254175.00,3370,88.43,5.65,-4.95
19-January-2012,66.00,66.20,64.50,65.60,65.105810616929698708,2788,75,181515.00,1653,59.29,1.70,-0.40
18-January-2012,64.50,66.95,64.20,64.25,65.308750000000000000,2400,54,156741.00,1443,60.12,2.75,-0.25
17-January-2012,69.75,69.75,65.70,67.15,67.240393898435991504,10358,151,696476.00,5817,56.16,4.05,-2.60
16-January-2012,62.15,67.70,62.15,65.20,65.477428180574555403,731,63,47864.00,491,67.17,5.55,3.05
13-January-2012,64.15,69.35,64.15,66.50,67.621971052203610343,12298,191,831615.00,4796,39.00,5.20,2.35
12-January-2012,64.00,66.00,62.85,64.55,64.428649535265172225,5487,78,353520.00,553,10.08,3.15,0.55
11-January-2012,67.00,67.00,63.65,64.00,65.332228950074260253,8753,173,571853.00,3995,45.64,3.35,-3.00
10-January-2012,61.75,65.75,61.10,64.50,63.966298596733379342,8694,206,556123.00,3666,42.17,4.65,2.75
9-January-2012,60.90,61.40,59.35,61.10,60.386858475894245723,2572,35,155315.00,565,21.97,2.05,0.20
7-January-2012,60.45,61.75,59.65,60.75,60.774665042630937880,821,14,49896.00,820,99.88,2.10,0.30
6-January-2012,60.70,61.40,59.65,60.65,61.174342105263157894,304,26,18597.00,268,88.16,1.75,-0.05
5-January-2012,58.25,62.00,58.20,60.50,60.372240927796483352,2673,76,161375.00,1639,61.32,3.80,2.25
4-January-2012,61.70,61.70,58.50,59.80,60.014530358069538142,1927,89,115648.00,993,51.53,3.20,-1.90
3-January-2012,59.05,63.65,57.65,60.55,61.411961281401244526,8678,227,532933.00,1716,19.77,6.00,1.50
2-January-2012,57.40,58.90,56.20,57.15,57.361612284069097888,2605,72,149427.00,1391,53.40,2.70,-0.25
30-December-2011,61.45,62.10,58.05,58.90,59.049229992426155011,3961,78,233894.00,947,23.91,4.05,-2.55
29-December-2011,60.30,64.50,60.30,61.45,62.624687346896676207,38781,1070,2428648.00,5417,13.97,4.20,1.15
28-December-2011,57.00,59.00,55.10,57.15,56.866666666666666666,1515,45,86153.00,978,64.55,3.90,0.15
27-December-2011,58.00,58.85,56.10,56.85,57.201716738197424892,233,27,13328.00,90,38.63,2.75,-1.15
26-December-2011,56.55,58.00,56.55,57.55,57.402332361516034985,343,34,19689.00,141,41.11,1.45,1.00
23-December-2011,56.25,56.90,55.60,56.15,56.248472505091649694,491,28,27618.00,260,52.95,1.30,-0.10
22-December-2011,58.00,58.00,55.55,56.95,56.091655266757865937,731,59,41003.00,451,61.70,2.45,-1.05
21-December-2011,59.50,59.55,57.00,57.60,58.121435142594296228,1087,36,63178.00,357,32.84,2.55,-1.90
20-December-2011,58.50,60.70,57.25,57.55,58.011065006915629322,723,62,41942.00,337,46.61,3.45,-0.95
19-December-2011,62.00,64.40,56.15,60.25,61.946604458268532918,17361,364,1075455.00,2974,17.13,8.25,-1.75
16-December-2011,59.65,62.90,59.00,59.10,59.447642375995101041,1633,79,97078.00,1215,74.40,3.90,-0.55
15-December-2011,60.40,62.00,57.25,59.00,58.921052631578947368,1444,62,85082.00,985,68.21,4.75,-1.40
14-December-2011,61.70,62.30,60.55,61.70,61.462922966162706983,1389,21,85372.00,550,39.60,1.75,0.00
13-December-2011,63.00,63.00,60.10,61.70,61.457192274430671663,3469,54,213195.00,1055,30.41,2.90,-1.30
12-December-2011,63.50,63.90,62.05,62.30,62.506521739130434782,920,42,57506.00,873,94.89,1.85,-1.20
9-December-2011,64.50,64.50,62.20,63.15,62.707317073170731707,779,16,48849.00,723,92.81,2.30,-1.35
8-December-2011,65.80,65.80,62.55,64.05,63.592743764172335600,2205,38,140222.00,2074,94.06,3.25,-1.75
7-December-2011,63.50,65.50,63.50,64.90,64.420792079207920792,1212,62,78078.00,970,80.03,2.00,1.40
5-December-2011,62.00,63.85,62.00,62.95,62.949389179755671902,573,27,36070.00,381,66.49,1.85,0.95
2-December-2011,63.00,63.90,62.05,63.75,62.937602627257799671,609,16,38329.00,449,73.73,1.85,0.75
1-December-2011,60.00,66.00,60.00,62.85,63.540742497924326888,8431,279,535712.00,2774,33.00,6.00,2.85
30-November-2011,60.50,60.65,57.00,59.75,59.492249527410207939,2645,75,157357.00,510,19.28,3.65,-0.75
29-November-2011,61.00,61.30,55.15,60.05,59.733464125560538116,3568,124,213129.00,1471,41.23,6.15,-0.95
28-November-2011,61.00,61.50,60.25,60.65,60.569294605809128630,1205,32,72986.00,749,62.16,1.25,-0.35
25-November-2011,62.00,62.00,59.45,60.65,60.104570637119113573,1444,64,86791.00,862,59.70,2.55,-1.35
24-November-2011,60.05,62.25,59.15,61.55,60.147350993377483443,604,54,36329.00,460,76.16,3.10,1.50
23-November-2011,61.00,61.00,58.60,59.80,59.286026200873362445,1374,41,81459.00,1097,79.84,2.40,-1.20
22-November-2011,62.65,62.90,58.85,60.65,59.788259958071278825,2862,70,171114.00,1934,67.58,4.05,-2.00
21-November-2011,61.00,61.00,57.80,58.95,58.788434414668547249,709,33,41681.00,439,61.92,3.20,-2.05
18-November-2011,61.00,61.20,58.60,58.95,60.152886405959031657,5370,84,323021.00,3716,69.20,2.60,-2.05
17-November-2011,62.65,62.95,59.75,60.50,60.770294117647058823,3400,94,206619.00,2448,72.00,3.20,-2.15
16-November-2011,62.05,65.15,60.70,60.95,61.571653318077803203,6992,160,430509.00,4753,67.98,4.45,-1.10
15-November-2011,66.50,66.50,61.35,63.65,64.112971985383678440,3284,97,210547.00,2145,65.32,5.15,-2.85
14-November-2011,67.65,67.65,66.00,66.00,66.540291262135922330,6180,77,411219.00,5067,81.99,1.65,-1.65
11-November-2011,67.00,67.85,65.55,67.00,66.464628820960698689,1145,57,76102.00,608,53.10,2.30,0.00
9-November-2011,68.50,69.35,66.85,67.10,68.177693282636248415,7890,130,537922.00,4035,51.14,2.50,-1.40
8-November-2011,68.00,70.00,67.55,68.05,68.515880217785843920,4408,58,302018.00,790,17.92,2.45,0.05
4-November-2011,68.90,70.00,67.70,68.20,68.474025974025974025,5852,118,400710.00,2663,45.51,2.30,-0.70
3-November-2011,67.50,68.35,67.20,67.40,67.767616191904047976,667,21,45201.00,234,35.08,1.15,-0.10
2-November-2011,68.00,68.50,66.60,68.00,67.931404072883172561,1866,43,126760.00,1543,82.69,1.90,0.00
1-November-2011,67.10,68.70,67.10,67.50,67.488226059654631083,1274,23,85980.00,1160,91.05,1.60,0.40
31-October-2011,68.00,68.20,68.00,68.00,68.096774193548387096,589,11,40109.00,425,72.16,0.20,0.00
28-October-2011,69.35,69.90,68.00,68.40,68.851637206606780643,3451,64,237607.00,2339,67.78,1.90,-0.95
26-October-2011,64.05,68.00,64.05,67.95,66.969725638599810785,2114,15,141574.00,1414,66.89,3.95,3.90
25-October-2011,68.00,68.50,67.00,67.25,67.315231788079470198,3775,72,254115.00,2589,68.58,1.50,-0.75
24-October-2011,69.00,69.40,66.85,67.55,67.642111632128271063,6611,115,447182.00,4536,68.61,2.55,-1.45
21-October-2011,69.20,69.65,68.00,68.30,68.503836317135549872,1173,42,80355.00,435,37.08,1.65,-0.90
20-October-2011,69.95,71.20,68.10,69.20,69.652086013600441095,5441,130,378977.00,1322,24.30,3.10,-0.75
19-October-2011,67.40,73.40,67.25,69.20,71.421333416528874052,32053,791,2289268.00,5288,16.50,6.15,1.80
18-October-2011,69.45,69.45,67.00,67.75,68.109133734624443862,3821,78,260245.00,2252,58.94,2.45,-1.70
17-October-2011,69.25,70.30,68.30,68.75,69.090024881248586292,4421,98,305447.00,2956,66.86,2.00,-0.50
14-October-2011,68.85,71.20,68.30,68.75,69.012481644640234948,1362,57,93995.00,889,65.27,2.90,-0.10
13-October-2011,70.15,70.95,68.25,68.85,69.243965405963598812,7747,161,536433.00,2801,36.16,2.70,-1.30
12-October-2011,69.75,71.70,69.70,70.35,70.702924481737413622,16208,355,1145953.00,3653,22.54,2.00,0.60
11-October-2011,69.00,70.70,68.00,69.75,69.098344587235896318,9182,125,634461.00,4220,45.96,2.70,0.75
10-October-2011,66.95,69.40,66.90,68.70,68.300816118337158888,7842,159,535615.00,2333,29.75,2.50,1.75
7-October-2011,68.75,69.60,66.50,67.20,67.929211035818005808,8264,196,561367.00,2629,31.81,3.10,-1.55
5-October-2011,69.05,70.50,66.10,66.30,68.200853980560705657,17799,399,1213907.00,1882,10.57,4.40,-2.75
4-October-2011,67.30,70.10,66.20,67.05,68.482415902140672782,14388,271,985325.00,3023,21.01,3.90,-0.25
3-October-2011,67.90,70.00,67.00,67.60,68.863888888888888888,15480,237,1066013.00,3402,21.98,3.00,-0.30
30-September-2011,67.15,72.30,67.00,69.30,69.973616568134248889,54466,886,3811183.00,10888,19.99,5.30,2.15
29-September-2011,68.35,69.00,66.10,66.70,67.550070105527267360,13551,249,915371.00,4336,32.00,2.90,-1.65
28-September-2011,70.50,72.30,67.25,67.95,70.353106831395348837,22016,402,1548894.00,7042,31.99,5.05,-2.55
27-September-2011,71.60,72.85,69.35,69.90,71.352374526781363619,26679,390,1903610.00,7880,29.54,3.50,-1.70
26-September-2011,70.50,74.00,66.50,68.65,70.116324416549875083,32822,640,2301358.00,6620,20.17,7.50,-1.85
23-September-2011,73.85,74.50,70.25,71.15,72.410368341464806413,35049,813,2537911.00,10557,30.12,4.25,-2.70
22-September-2011,78.00,80.80,74.15,75.30,78.490281936343654268,173337,2484,13605270.00,24934,14.38,6.65,-2.70
21-September-2011,68.00,82.85,68.00,80.95,79.081695942831155406,644267,6964,50949727.00,68849,10.69,14.85,12.95
20-September-2011,68.50,71.40,66.60,69.05,69.086508121386671184,141663,615,9787002.00,5430,3.83,4.80,0.55
19-September-2011,68.30,70.40,67.00,67.90,68.391613306262689364,38418,704,2627469.00,12286,31.98,3.40,-0.40
16-September-2011,64.00,73.15,63.00,66.25,69.074837480250382931,165826,3034,11454404.00,18549,11.19,10.15,2.25
15-September-2011,63.00,63.95,61.50,63.10,62.674978626389284696,7018,74,439853.00,3180,45.31,2.45,0.10
14-September-2011,61.80,62.30,61.80,62.30,61.867924528301886792,53,3,3279.00,53,100.00,0.50,0.50
13-September-2011,63.50,63.95,61.50,62.05,62.929712460063897763,939,38,59091.00,352,37.49,2.45,-1.45
12-September-2011,57.75,64.95,57.70,62.75,61.119488837286952298,65889,157,4027102.00,62347,94.62,7.25,5.00
9-September-2011,63.10,65.15,62.40,62.70,63.685270170244263508,6755,104,430194.00,1413,20.92,2.75,-0.40
8-September-2011,62.15,64.40,62.15,62.80,63.107028452986621443,5307,113,334909.00,3041,57.30,2.25,0.65
7-September-2011,65.20,65.20,60.80,62.05,62.934378378378378378,9250,214,582143.00,5120,55.35,4.40,-3.15
6-September-2011,60.05,61.45,59.75,61.10,60.518911745189117451,1507,42,91202.00,985,65.36,1.70,1.05
5-September-2011,66.10,66.10,59.20,59.70,61.032169117647058823,3264,36,199209.00,2500,76.59,6.90,-6.40
2-September-2011,61.00,61.90,60.20,60.80,60.802363050483351235,931,28,56607.00,706,75.83,1.70,-0.20
30-August-2011,61.00,62.50,60.00,61.00,61.392857142857142857,6356,145,390213.00,2974,46.79,2.50,0.00
29-August-2011,58.20,61.50,58.20,60.30,60.161887477313974591,2755,73,165746.00,1895,68.78,3.30,2.10
26-August-2011,59.55,61.35,57.00,58.40,58.963438914027149321,5525,129,325773.00,4254,77.00,4.35,-1.15
25-August-2011,61.60,63.00,59.00,59.65,60.311134235171696149,2883,132,173877.00,1954,67.78,4.00,-1.95
24-August-2011,61.00,63.25,61.00,61.55,61.873098089996762706,3089,101,191126.00,1740,56.33,2.25,0.55
23-August-2011,62.00,63.45,61.35,62.15,62.173758865248226950,1410,40,87665.00,830,58.87,2.10,0.15
22-August-2011,60.00,62.00,60.00,60.95,61.173406027563228835,6603,87,403928.00,1575,23.85,2.00,0.95
19-August-2011,61.90,61.90,58.10,59.75,59.535860435063536506,4643,88,276425.00,2282,49.15,3.80,-2.15
18-August-2011,62.50,63.95,61.15,61.90,62.119574844995571302,3387,67,210399.00,3111,91.85,2.80,-0.60
17-August-2011,65.00,67.00,62.65,63.20,64.746735499544488308,6586,136,426422.00,1241,18.84,4.35,-1.80
16-August-2011,68.50,68.95,65.15,65.90,66.792031098153547133,17493,221,1168393.00,9196,52.57,3.80,-2.60
12-August-2011,69.40,70.00,64.60,65.10,67.823496199782844733,23025,365,1561636.00,11789,51.20,5.40,-4.30
11-August-2011,65.00,71.45,64.10,68.95,68.096569250317662007,14953,328,1018248.00,4590,30.70,7.35,3.95
10-August-2011,64.50,68.70,64.05,65.60,66.504166921992769164,32638,454,2170563.00,5148,15.77,4.65,1.10
9-August-2011,62.00,63.40,60.75,61.90,62.087253141831238779,5570,99,345826.00,3523,63.25,2.65,-0.10
8-August-2011,60.25,63.85,60.25,62.10,62.105804555473916238,8166,158,507156.00,5845,71.58,3.60,1.85
5-August-2011,62.20,66.85,62.00,64.15,64.162030155022297727,9418,276,604278.00,4731,50.23,4.85,1.95
4-August-2011,69.30,70.90,66.50,67.40,68.482762991128010139,7890,224,540329.00,3969,50.30,4.40,-1.90
3-August-2011,68.50,71.80,67.30,68.15,68.982279856066263833,14729,326,1016040.00,4462,30.29,4.50,-0.35
2-August-2011,71.15,71.15,68.50,68.95,69.505056426791733841,6823,164,474233.00,3770,55.25,2.65,-2.20
1-August-2011,69.20,75.40,69.20,72.05,73.163656103176534451,53423,995,3908622.00,10716,20.06,6.20,2.85
29-July-2011,71.45,71.90,68.20,69.40,69.992777875638541483,5677,164,397349.00,2301,40.53,3.70,-2.05
28-July-2011,70.60,72.80,69.50,70.60,71.402404438964241676,16220,246,1158147.00,2840,17.51,3.30,0.00
27-July-2011,73.10,73.35,69.70,70.05,71.358234057463209530,7135,146,509141.00,3653,51.20,3.65,-3.05
